loc_id,country,state,city
8484,ES                              ,NULL    ,Muntanyola                                                      
8485,CA                              ,QC      ,Granby                                                          
8486,US                              ,WI      ,Somerset                                                        
8487,JP                              ,NULL    ,Wakayama-ken Higashimuro-gun                                    
8488,US                              ,TN      ,Dyersburg                                                       
8489,SK                              ,NULL    ,Trenčín                                                       
8490,FR                              ,NULL    ,Contamine Sur Arve                                              
8491,US                              ,NJ      ,Asbury Park                                                     
8492,DE                              ,NULL    ,Landau                                                          
8493,US                              ,AK      ,Unalaska                                                        
8494,US                              ,VA      ,Alexandria                                                      
8495,FR                              ,NULL    ,Aix-noulette                                                    
8496,AU                              ,NULL    ,Abbotsford                                                      
8497,US                              ,IL      ,Wood River                                                      
8498,CA                              ,QC      ,Dollard-des-Ormeaux                                             
8499,GB                              ,GB2     ,Sedgley                                                         
8500,PL                              ,NULL    ,Radom                                                           
8501,AT                              ,NULL    ,Ernstbrunn                                                      
8502,RU                              ,NULL    ,"Kuznetsk, Penzenskiy Oblast                                     "
8503,DE                              ,NULL    ,Tettnang                                                        
8504,US                              ,NJ      ,Egg Harbor Township                                             
8505,CA                              ,BC      ,Hope                                                            
8506,AU                              ,NULL    ,Spotswood                                                       
8507,PT                              ,NULL    ,Santo António Das Areias                                       
8508,US                              ,RI      ,Johnston                                                        
8509,US                              ,WI      ,Platteville                                                     
8510,US                              ,IA      ,Sioux City                                                      
8511,LV                              ,NULL    ,Ķekava                                                         
8512,CA                              ,AB      ,Olds                                                            
8513,US                              ,MA      ,Pembroke                                                        
8514,JP                              ,NULL    ,Kagoshima-ken Kokubu-shi                                        
8515,FR                              ,NULL    ,Saint Herblain                                                  
8516,IT                              ,NULL    ,Jesi                                                            
8517,NL                              ,NULL    ,Oostkapelle                                                     
8518,BE                              ,NULL    ,Izegem                                                          
8519,FR                              ,NULL    ,Puilboreau                                                      
8520,RU                              ,NULL    ,"Volzhskiy, Volgograd Oblast                                     "
8521,CA                              ,QC      ,St-Jerome                                                       
8522,US                              ,IL      ,Lisle                                                           
8523,US                              ,PA      ,Lykens                                                          
8524,IT                              ,NULL    ,Roma                                                            
8525,US                              ,VA      ,Goochland                                                       
8526,US                              ,TX      ,Belton                                                          
8527,BE                              ,NULL    ,Lessines                                                        
8528,US                              ,GA      ,Roswell                                                         
8529,US                              ,NY      ,Bedford                                                         
8530,US                              ,NJ      ,Ledgewood                                                       
8531,GB                              ,GB2     ,Lytham St. Annes                                                
8532,US                              ,WV      ,Berkeley Springs                                                
8533,US                              ,MD      ,Kensington                                                      
8534,US                              ,NJ      ,Middlesex                                                       
8535,PR                              ,NULL    ,San Juan                                                        
8536,IT                              ,NULL    ,Santo Stefano Belbo (CN)                                        
8537,US                              ,NJ      ,Butler                                                          
8538,CR                              ,NULL    ,Manuel Antonio                                                  
8539,IT                              ,NULL    ,Vicchio (FI)                                                    
8540,US                              ,NJ      ,Glen Ridge                                                      
8541,BE                              ,NULL    ,Tildonk                                                         
8542,GB                              ,GB2     ,Lancaster                                                       
8543,AU                              ,NULL    ,Woodcroft                                                       
8544,US                              ,NJ      ,Whitehouse Station                                              
8545,US                              ,CA      ,Joshua Tree                                                     
8546,FR                              ,NULL    ,Coulon                                                          
8547,US                              ,VT      ,Bradford                                                        
8548,US                              ,CA      ,Half Moon Bay                                                   
8549,GB                              ,GB6     ,Glenfinnan                                                      
8550,AR                              ,NULL    ,San Carlos de Bariloche                                         
8551,GR                              ,NULL    ,Santorini                                                       
8552,US                              ,NY      ,Harlem                                                          
8553,FR                              ,NULL    ,Mons                                                            
8554,US                              ,NC      ,Youngsville                                                     
8555,US                              ,NH      ,Effingham                                                       
8556,US                              ,FL      ,Davenport                                                       
8557,US                              ,CA      ,West Hollywood                                                  
8558,US                              ,PA      ,Huntingdon Valley                                               
8559,US                              ,NY      ,Holbrook                                                        
8560,US                              ,OR      ,Applegate                                                       
8561,US                              ,MT      ,Stevensville                                                    
8562,US                              ,OR      ,Tillamook                                                       
8563,US                              ,OH      ,Medway                                                          
8564,US                              ,CA      ,Winnetka                                                        
8565,US                              ,CA      ,Winters                                                         
8566,BE                              ,NULL    ,Steenhuffel                                                     
8567,CZ                              ,NULL    ,Praha                                                           
8568,US                              ,WI      ,DeForest                                                        
8569,AT                              ,NULL    ,Siezenheim                                                      
8570,GT                              ,NULL    ,Teculutan                                                       
8571,US                              ,TN      ,Mount Juliet                                                    
8572,IT                              ,NULL    ,Castelcucco                                                     
8573,NL                              ,NULL    ,Dordrecht                                                       
8574,GB                              ,GB2     ,"Harleston, Norfolk                                              "
8575,US                              ,CA      ,Mission Viejo                                                   
8576,AU                              ,NULL    ,Epping                                                          
8577,US                              ,CA      ,Long Beach (Naples)                                             
8578,IT                              ,NULL    ,Bientina - Pisa                                                 
8579,US                              ,NE      ,Albion                                                          
8580,US                              ,CT      ,Bridgeport                                                      
8581,DE                              ,NULL    ,Röttenbach                                                     
8582,DE                              ,NULL    ,Lichtenfels                                                     
8583,US                              ,NC      ,Swansboro                                                       
8584,IT                              ,NULL    ,Catanzaro                                                       
8585,FR                              ,NULL    ,Sommepy-Tahure                                                  
8586,KH                              ,NULL    ,Sihanoukville                                                   
8587,IT                              ,NULL    ,Dosso (FE)                                                      
8588,US                              ,NY      ,Lowville                                                        
8589,US                              ,MI      ,Monroe                                                          
8590,US                              ,OH      ,Streetsboro                                                     
8591,US                              ,TX      ,Shamrock                                                        
8592,MA                              ,NULL    ,Tanger                                                          
8593,US                              ,CO      ,Dillon                                                          
8594,RU                              ,NULL    ,Klin                                                            
8595,CL                              ,NULL    ,Punta Arenas                                                    
8596,US                              ,NH      ,Center Harbor                                                   
8597,BR                              ,NULL    ,São Manuel                                                     
8598,US                              ,MA      ,Shrewsbury                                                      
8599,US                              ,CT      ,Enfield                                                         
8600,GB                              ,GB2     ,Codsall                                                         
8601,US                              ,ID      ,Buhl                                                            
8602,DK                              ,NULL    ,Kjellerup                                                       
8603,US                              ,AZ      ,Avondale                                                        
8604,NO                              ,NULL    ,Spydeberg                                                       
8605,IT                              ,NULL    ,Montelupo Fiorentino                                            
8606,US                              ,NM      ,Los Lunas                                                       
8607,CA                              ,QC      ,Otterburn Park                                                  
8608,DE                              ,NULL    ,Plauen                                                          
8609,CZ                              ,NULL    ,Rakovnik                                                        
8610,US                              ,MI      ,Oxford                                                          
8611,US                              ,CA      ,Roseville                                                       
8612,US                              ,MA      ,Hanover                                                         
8613,US                              ,WI      ,Park Falls                                                      
8614,US                              ,MA      ,Lynnfield                                                       
8615,US                              ,CA      ,Sacramento                                                      
8616,US                              ,FL      ,Newberry                                                        
8617,US                              ,RI      ,Coventry                                                        
8618,IL                              ,NULL    ,Yehiam                                                          
8619,US                              ,MN      ,Shoreview                                                       
8620,GB                              ,GB2     ,Puttenham                                                       
8621,RU                              ,NULL    ,Yaroslavl                                                       
8622,DE                              ,NULL    ,Schwetzingen                                                    
8623,AU                              ,NULL    ,Alfredton                                                       
8624,US                              ,MA      ,Melrose                                                         
8625,US                              ,VA      ,Lexington                                                       
8626,US                              ,WA      ,Benton City                                                     
8627,US                              ,WA      ,Orting                                                          
8628,SE                              ,NULL    ,Djursås                                                        
8629,BR                              ,NULL    ,Balneário Camboriú - SC                                       
8630,US                              ,WI      ,Hudson                                                          
8631,RS                              ,NULL    ,Vršac                                                          
8632,RS                              ,NULL    ,Valjevo                                                         
8633,FR                              ,NULL    ,Châteaubriant                                                  
8634,US                              ,WA      ,Chelan                                                          
8635,GB                              ,GB2     ,Hertfordshire                                                   
8636,US                              ,IN      ,Franklin                                                        
8637,CH                              ,NULL    ,Dietikon                                                        
8638,US                              ,IL      ,Lyons                                                           
8639,SK                              ,NULL    ,Ružomberok                                                     
8640,US                              ,MN      ,Cold Spring                                                     
8641,GR                              ,NULL    ,Kallithea                                                       
8642,UA                              ,NULL    ,Simferopole                                                     
8643,US                              ,CA      ,Los Osos                                                        
8644,GB                              ,GB6     ,Rothesay                                                        
8645,AU                              ,NULL    ,Coldstream                                                      
8646,DE                              ,NULL    ,Münchsteinach                                                  
8647,PE                              ,NULL    ,Lima                                                            
8648,DE                              ,NULL    ,Eutin                                                           
8649,US                              ,PA      ,Riegelsville                                                    
8650,US                              ,IL      ,Galena                                                          
8651,NL                              ,NULL    ,Nieuw-Vennep                                                    
8652,US                              ,VT      ,Pittsfield                                                      
8653,SE                              ,NULL    ,Anderslöv                                                      
8654,ES                              ,NULL    ,Sóller                                                         
8655,US                              ,TX      ,Bastrop                                                         
8656,GB                              ,GB2     ,Felsted                                                         
8657,IT                              ,NULL    ,Collebeato (BS)                                                 
8658,US                              ,NC      ,Surf City                                                       
8659,GB                              ,GB2     ,Southampton                                                     
8660,US                              ,PA      ,Malvern                                                         
8661,US                              ,OR      ,Hillsboro                                                       
8662,AT                              ,NULL    ,Schwanenstadt                                                   
8663,GB                              ,GB2     ,Brough                                                          
8664,JP                              ,NULL    ,Nagano-ken Toumi-shi                                            
8665,US                              ,VA      ,Front Royal                                                     
8666,IT                              ,NULL    ,San Donato (FI)                                                 
8667,US                              ,MD      ,Berlin                                                          
8668,US                              ,PA      ,Wayne                                                           
8669,IT                              ,NULL    ,Dubino (SO)                                                     
8670,DE                              ,NULL    ,Kaufbeuren                                                      
8671,US                              ,CA      ,Pacifica                                                        
8672,US                              ,CA      ,Cool                                                            
8673,NZ                              ,NULL    ,Whitianga                                                       
8674,BE                              ,NULL    ,Flohimont                                                       
8675,FR                              ,NULL    ,Charleville-Mézières                                          
8676,AR                              ,NULL    ,Los Cardales                                                    
8677,FR                              ,NULL    ,Les Verchers-sur-Layon                                          
8678,US                              ,ME      ,Portland                                                        
8679,US                              ,IL      ,Wauconda                                                        
8680,US                              ,CA      ,Oroville                                                        
8681,ES                              ,NULL    ,Quer                                                            
8682,FR                              ,NULL    ,Tosny                                                           
8683,AT                              ,NULL    ,Sankt Georgen am Walde                                          
8684,NZ                              ,NULL    ,Hanmer Springs                                                  
8685,GB                              ,GB2     ,Kingsbridge                                                     
8686,CA                              ,QC      ,Rawdon                                                          
8687,DE                              ,NULL    ,Mannheim                                                        
8688,US                              ,WV      ,Elkins                                                          
8689,AU                              ,NULL    ,Invermay                                                        
8690,US                              ,MA      ,Monson                                                          
8691,AU                              ,NULL    ,Wonoona                                                         
8692,BR                              ,NULL    ,Santa Maria - RS                                                
8693,US                              ,FL      ,Yulee                                                           
8694,BE                              ,NULL    ,Wemmel                                                          
8695,US                              ,CA      ,El Centro                                                       
8696,IR                              ,NULL    ,Tehrān                                                         
8697,GB                              ,GB2     ,Walsall                                                         
8698,US                              ,CA      ,Montecito                                                       
8699,NL                              ,NULL    ,Waalwijk                                                        
8700,US                              ,CA      ,Watsonville                                                     
8701,US                              ,MO      ,Ellisville                                                      
8702,DE                              ,NULL    ,Ravensburg                                                      
8703,US                              ,CT      ,Seymour                                                         
8704,US                              ,ME      ,Farmington                                                      
8705,US                              ,MT      ,Hamilton                                                        
8706,US                              ,MA      ,Dorchester                                                      
8707,DE                              ,NULL    ,Amberg                                                          
8708,IT                              ,NULL    ,Sellero (BS)                                                    
8709,US                              ,CA      ,El Monte                                                        
8710,US                              ,IL      ,Lockport                                                        
8711,US                              ,MD      ,Ocean City                                                      
8712,GB                              ,GB2     ,Henley On Thames                                                
8713,CA                              ,QC      ,Saint-Gédéon                                                  
8714,US                              ,NY      ,Mahopac                                                         
8715,GB                              ,GB2     ,Letchworth Garden City                                        
8716,BE                              ,NULL    ,Roeselare                                                       
8717,US                              ,MI      ,Grand Marais                                                    
8718,AU                              ,NULL    ,Brunswick                                                       
8719,GB                              ,GB2     ,Badley                                                          
8720,ES                              ,NULL    ,Reocín                                                         
8721,US                              ,VA      ,Glen Allen                                                      
8722,DE                              ,NULL    ,Stadelhofen                                                     
8723,FR                              ,NULL    ,Bois-dArcy                                                      
8724,US                              ,MA      ,Agawam                                                          
8725,US                              ,WA      ,Sunnyside                                                       
8726,CA                              ,ON      ,Bayfield                                                        
8727,DE                              ,NULL    ,Filderstadt                                                     
8728,US                              ,NY      ,East Patchogue                                                  
8729,IT                              ,NULL    ,Quartu SantElena (CA)                                           
8730,NO                              ,NULL    ,Gvarv                                                           
8731,US                              ,NY      ,Calverton                                                       
8732,US                              ,MI      ,Grand Blanc                                                     
8733,US                              ,WA      ,Kennewick                                                       
8734,AT                              ,NULL    ,Braunau                                                         
8735,SK                              ,NULL    ,Hrnčiarovce Nad Parnou                                         
8736,AU                              ,NULL    ,Palmyra                                                         
8737,US                              ,NV      ,Incline Village                                                 
8738,US                              ,PA      ,Kennett Square                                                  
8739,FI                              ,NULL    ,Ravijoki                                                        
8740,US                              ,OH      ,Zanesville                                                      
8741,US                              ,WA      ,Burlington                                                      
8742,US                              ,NY      ,Oceanside                                                       
8743,IT                              ,NULL    ,Nocera Terinese                                                 
8744,BE                              ,NULL    ,Sint Katelijne Waver                                            
8745,US                              ,MD      ,Denton                                                          
8746,US                              ,MI      ,Lawton                                                          
8747,US                              ,CA      ,Napa                                                            
8748,ES                              ,NULL    ,Rio San Pedro                                                   
8749,US                              ,SC      ,Hanahan                                                         
8750,US                              ,PA      ,Dallas                                                          
8751,US                              ,PA      ,Rosemont                                                        
8752,US                              ,MT      ,MIssoula                                                        
8753,CZ                              ,NULL    ,Velké Meziříčí                                             
8754,US                              ,MI      ,Davison                                                         
8755,JP                              ,NULL    ,Hokkaido Kameda-gun                                             
8756,NZ                              ,NULL    ,Mount Maunganui                                                 
8757,US                              ,FL      ,Boca Raton                                                      
8758,BE                              ,NULL    ,Schepdaal                                                       
8759,DE                              ,NULL    ,Lohnerstadt                                                     
8760,US                              ,NC      ,Oak Island                                                      
8761,IT                              ,NULL    ,Udine                                                           
8762,GB                              ,GB2     ,Maidenhead                                                      
8763,US                              ,CA      ,Thousand Oaks                                                   
8764,US                              ,FL      ,Key West                                                        
8765,IT                              ,NULL    ,Sondrio (SO)                                                    
8766,MM                              ,NULL    ,Yangon                                                          
8767,GB                              ,GB2     ,Acle-Norfolk                                                    
8768,FR                              ,NULL    ,Theix                                                           
8769,US                              ,CA      ,Mira Loma                                                       
8770,US                              ,IL      ,Lake Villa                                                      
8771,US                              ,MA      ,Wakefield                                                       
8772,US                              ,MA      ,Quincy                                                          
8773,US                              ,TN      ,Tusculum                                                        
8774,US                              ,VA      ,Staunton                                                        
8775,US                              ,NY      ,Akron                                                           
8776,US                              ,ME      ,Lisbon                                                          
8777,US                              ,IN      ,Vincennes                                                       
8778,PT                              ,NULL    ,Coimbrão                                                       
8779,IT                              ,NULL    ,Bergamo                                                         
8780,NL                              ,NULL    ,Apeldoorn                                                       
8781,US                              ,OH      ,Gallipolis                                                      
8782,US                              ,VA      ,Gate City                                                       
8783,FR                              ,NULL    ,Saint-Remèze                                                   
8784,NL                              ,NULL    ,Arcen                                                           
8785,US                              ,IL      ,River Forest                                                    
8786,CA                              ,AB      ,Lundbreck                                                       
8787,US                              ,IL      ,Zion                                                            
8788,FR                              ,NULL    ,Sommières                                                      
8789,US                              ,VA      ,Stuart                                                          
8790,US                              ,ID      ,Dalton Gardens                                                  
8791,US                              ,GA      ,Marietta                                                        
8792,US                              ,NC      ,Matthews                                                        
8793,IT                              ,NULL    ,Latina (LT)                                                     
8794,NZ                              ,NULL    ,Maidstone                                                       
8795,CA                              ,SK      ,Nokomis                                                         
8796,LV                              ,NULL    ,Ventspils                                                       
8797,DE                              ,NULL    ,Oßling                                                         
8798,CA                              ,BC      ,Whistler                                                        
8799,US                              ,PA      ,Manheim                                                         
8800,US                              ,OR      ,Grants Pass                                                     
8801,DK                              ,NULL    ,Kirke Hyllinge                                                  
8802,GB                              ,GB2     ,Ulverston                                                       
8803,US                              ,CA      ,Irwindale                                                       
8804,US                              ,IA      ,North Liberty                                                   
8805,IT                              ,NULL    ,Pesaro (PU)                                                     
8806,IT                              ,NULL    ,Portoferraio                                                    
8807,DK                              ,NULL    ,Hedehusene                                                      
8808,ES                              ,NULL    ,Pozuelo de Alarcón                                             
8809,US                              ,ME      ,Bar Harbor                                                      
8810,DE                              ,NULL    ,Moosburg                                                        
8811,AT                              ,NULL    ,St. Ruprecht                                                    
8812,US                              ,TN      ,Johnson City                                                    
8813,US                              ,FL      ,Safety Harbor                                                   
8814,AU                              ,NULL    ,Harcourt                                                        
8815,DE                              ,NULL    ,Zwönitz                                                        
8816,CH                              ,NULL    ,Luzern                                                          
8817,DE                              ,NULL    ,Schrozberg                                                      
8818,US                              ,IL      ,Cary                                                            
8819,US                              ,OH      ,Napoleon                                                        
8820,US                              ,DE      ,Millsboro                                                       
8821,IT                              ,NULL    ,Bagno Di Reggio Emilia                                          
8822,CA                              ,AB      ,Banff                                                           
8823,US                              ,IL      ,Rochester                                                       
8824,DE                              ,NULL    ,Ustersbach                                                      
8825,US                              ,MA      ,Eastham                                                         
8826,US                              ,OH      ,Strongsville                                                    
8827,US                              ,IN      ,Mishawaka                                                       
8828,US                              ,PA      ,Levittown                                                       
8829,IT                              ,NULL    ,Montebelluna                                                    
8830,US                              ,AZ      ,Phoenix                                                         
8831,BE                              ,NULL    ,Baarle Hertog                                                   
8832,US                              ,PA      ,Swatara                                                         
8833,CH                              ,NULL    ,Sainte-Croix                                                    
8834,GB                              ,GB2     ,Shrewsbury                                                      
8835,IT                              ,NULL    ,Morro Reatino (RI)                                              
8836,US                              ,OR      ,Milwaukie                                                       
8837,PH                              ,NULL    ,Benguet                                                         
8838,US                              ,GA      ,Fairburn                                                        
8839,PH                              ,NULL    ,Manila                                                          
8840,US                              ,VA      ,Sperryville                                                     
8841,GB                              ,GB2     ,Winchester                                                      
8842,US                              ,VT      ,Johnson                                                         
8843,US                              ,TX      ,Southlake                                                       
8844,US                              ,NJ      ,Mount Holly                                                     
8845,RU                              ,NULL    ,Rybinsk                                                         
8846,US                              ,OH      ,Marietta                                                        
8847,CH                              ,NULL    ,Rothenburg/Luzern                                               
8848,GB                              ,GB2     ,"West Peckham, Maidstone, Kent                                   "
8849,US                              ,MN      ,Prior Lake                                                      
8850,AU                              ,NULL    ,Oakleigh South                                                  
8851,US                              ,PA      ,Windber                                                         
8852,DE                              ,NULL    ,Planegg                                                         
8853,US                              ,FL      ,Estero                                                          
8854,US                              ,MI      ,Berkley                                                         
8855,RO                              ,NULL    ,Dumbrăviţa                                                    
8856,US                              ,WA      ,Manson                                                          
8857,US                              ,OK      ,Moore                                                           
8858,US                              ,NJ      ,Pittstown                                                       
8859,US                              ,AZ      ,Vail                                                            
8860,AT                              ,NULL    ,Obertrum                                                        
8861,DE                              ,NULL    ,Rinteln                                                         
8862,US                              ,OH      ,Shelby                                                          
8863,US                              ,WI      ,New Richmond                                                    
8864,RU                              ,NULL    ,Dubna                                                           
8865,US                              ,MI      ,Washington                                                      
8866,US                              ,RI      ,Rumford                                                         
8867,GB                              ,GB2     ,Wallingford                                                     
8868,US                              ,PA      ,Wernersville                                                    
8869,US                              ,CT      ,Stonington                                                      
8870,GB                              ,GB6     ,St. Andrews                                                     
8871,IT                              ,NULL    ,Bassano Romano                                                  
8872,US                              ,CT      ,Groton                                                          
8873,IT                              ,NULL    ,Clusone                                                         
8874,US                              ,NM      ,Abiquiu                                                         
8875,GB                              ,GB2     ,"Bromley, Kent                                                   "
8876,DE                              ,NULL    ,Höchstadt ( Aisch )                                            
8877,AT                              ,NULL    ,Ebersdorf                                                       
8878,ZA                              ,NULL    ,Port Elizabeth                                                  
8879,TZ                              ,NULL    ,Arusha                                                          
8880,DE                              ,NULL    ,Uslar                                                           
8881,CL                              ,NULL    ,Villa Alemana                                                   
8882,US                              ,MT      ,Wolf Point                                                      
8883,CA                              ,BC      ,Saanichton                                                      
8884,US                              ,CA      ,Anaheim Hills                                                   
8885,AU                              ,NULL    ,St Kilda East                                                   
